Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,AverageScore
male,group C,associate's degree,free/reduced,completed,married,sometimes,yes,3,private,< 5,56,51,49,52.0
female,group C,some college,standard,none,married,sometimes,yes,4,school_bus,5 - 10,42,38,33,37.666666666666664
female,group C,some college,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,48,51,56,51.666666666666664
female,group B,some college,standard,none,married,regularly,yes,3,school_bus,5 - 10,60,61,64,61.666666666666664
female,group C,some college,standard,none,divorced,regularly,yes,2,school_bus,5 - 10,73,73,71,72.33333333333333
female,group C,bachelor's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 - 10,57,56,54,55.666666666666664
female,group E,associate's degree,standard,none,divorced,sometimes,no,1,school_bus,5 - 10,88,86,88,87.33333333333333
male,group D,associate's degree,standard,none,single,sometimes,no,1,school_bus,< 5,61,65,56,60.666666666666664
male,group C,some college,standard,completed,married,sometimes,yes,3,private,5 - 10,89,84,86,86.33333333333333
male,group D,some high school,standard,none,married,regularly,yes,1,private,5 - 10,55,45,46,48.666666666666664
male,group C,master's degree,standard,none,married,sometimes,no,3,private,> 10,90,69,73,77.33333333333333
female,group C,some college,free/reduced,completed,married,regularly,no,1,private,< 5,60,77,76,71.0
female,group B,some high school,standard,none,single,regularly,yes,3,school_bus,5 - 10,72,83,80,78.33333333333333
female,group C,some college,standard,completed,married,regularly,yes,0,school_bus,5 - 10,62,73,73,69.33333333333333
female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,5 - 10,68,74,81,74.33333333333333
male,group E,high school,standard,none,widowed,regularly,no,2,school_bus,5 - 10,49,46,44,46.333333333333336
male,group C,some college,standard,none,married,regularly,yes,1,school_bus,< 5,79,78,70,75.66666666666667
male,group C,high school,free/reduced,none,married,regularly,no,1,private,< 5,49,50,46,48.333333333333336
male,group C,bachelor's degree,standard,completed,married,regularly,no,2,school_bus,5 - 10,67,56,58,60.333333333333336
female,group C,master's degree,standard,completed,divorced,never,yes,3,school_bus,< 5,67,89,86,80.66666666666667
female,group C,some college,free/reduced,none,married,never,no,1,private,5 - 10,68,85,79,77.33333333333333
female,group C,some high school,standard,completed,married,regularly,yes,3,private,5 - 10,69,83,86,79.33333333333333
male,group B,some high school,standard,none,married,regularly,no,2,school_bus,> 10,67,57,53,59.0
male,group D,associate's degree,free/reduced,none,single,sometimes,yes,1,private,5 - 10,80,78,68,75.33333333333333
male,group B,high school,free/reduced,completed,married,regularly,no,1,school_bus,5 - 10,28,38,32,32.666666666666664
female,group D,high school,free/reduced,none,divorced,regularly,yes,4,school_bus,< 5,52,75,69,65.33333333333333
female,group E,some high school,standard,none,married,sometimes,yes,1,school_bus,> 10,88,89,88,88.33333333333333
female,group B,master's degree,standard,none,single,sometimes,yes,0,school_bus,< 5,58,71,69,66.0
female,group C,high school,standard,none,married,regularly,yes,2,school_bus,> 10,54,59,65,59.333333333333336
female,group C,associate's degree,standard,none,widowed,sometimes,yes,1,school_bus,< 5,77,81,82,80.0
male,group A,some college,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,59,57,48,54.666666666666664
male,group D,associate's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 - 10,57,49,50,52.0
male,group D,bachelor's degree,standard,none,married,sometimes,yes,1,school_bus,< 5,54,43,41,46.0
male,group C,associate's degree,standard,none,divorced,regularly,yes,1,school_bus,5 - 10,75,68,62,68.33333333333333
male,group B,some high school,standard,completed,married,never,yes,4,private,5 - 10,74,87,75,78.66666666666667
female,group D,bachelor's degree,standard,none,married,sometimes,no,2,school_bus,5 - 10,69,77,74,73.33333333333333
female,group E,high school,free/reduced,completed,married,regularly,yes,2,private,5 - 10,72,95,94,87.0
male,group C,some college,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,84,85,82,83.66666666666667
male,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,school_bus,5 - 10,43,35,37,38.333333333333336
female,group C,high school,standard,completed,married,never,yes,2,private,5 - 10,69,77,78,74.66666666666667
male,group C,high school,free/reduced,none,single,sometimes,yes,5,school_bus,< 5,48,50,48,48.666666666666664
female,group A,bachelor's degree,standard,completed,divorced,regularly,yes,4,school_bus,5 - 10,79,99,100,92.66666666666667
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,1,school_bus,> 10,56,54,66,58.666666666666664
female,group C,high school,standard,none,single,sometimes,yes,0,private,< 5,65,69,67,67.0
male,group D,some college,free/reduced,none,married,regularly,yes,1,private,< 5,65,70,72,69.0
female,group D,associate's degree,standard,none,divorced,regularly,no,2,school_bus,5 - 10,60,66,72,66.0
female,group E,associate's degree,standard,none,single,regularly,no,1,private,5 - 10,84,96,90,90.0
male,group C,some college,standard,completed,single,sometimes,yes,0,school_bus,< 5,54,55,61,56.666666666666664
female,group D,some high school,free/reduced,completed,married,regularly,yes,4,school_bus,5 - 10,71,84,87,80.66666666666667
female,group C,master's degree,standard,none,married,never,yes,1,private,> 10,73,84,86,81.0
female,group E,associate's degree,standard,completed,widowed,never,yes,3,school_bus,< 5,79,81,83,81.0
female,group B,some high school,standard,none,divorced,never,yes,2,private,5 - 10,71,86,76,77.66666666666667
female,group E,high school,standard,none,divorced,sometimes,yes,2,private,5 - 10,92,100,93,95.0
male,group C,high school,standard,none,married,sometimes,no,1,private,< 5,61,55,45,53.666666666666664
female,group E,some high school,free/reduced,none,married,regularly,yes,3,school_bus,< 5,64,69,68,67.0
female,group B,high school,standard,completed,divorced,never,yes,0,school_bus,> 10,57,68,71,65.33333333333333
female,group B,some college,free/reduced,none,single,regularly,no,1,school_bus,5 - 10,55,68,64,62.333333333333336
male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,4,private,> 10,62,52,53,55.666666666666664
male,group D,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,91,78,80,83.0
male,group C,high school,standard,none,divorced,regularly,no,2,school_bus,5 - 10,82,78,67,75.66666666666667
female,group E,some college,standard,completed,single,regularly,yes,0,private,< 5,77,77,81,78.33333333333333
male,group D,some college,standard,none,married,regularly,no,1,private,< 5,59,53,53,55.0
male,group C,some college,standard,completed,married,sometimes,yes,2,private,5 - 10,84,92,88,88.0
male,group E,bachelor's degree,standard,none,married,never,yes,2,school_bus,< 5,58,55,49,54.0
female,group D,some college,standard,none,married,sometimes,yes,1,private,> 10,92,97,94,94.33333333333333
female,group C,high school,free/reduced,none,married,regularly,yes,1,school_bus,> 10,41,50,56,49.0
male,group D,some college,standard,none,married,sometimes,no,3,school_bus,> 10,65,51,51,55.666666666666664
male,group D,some high school,free/reduced,completed,married,sometimes,yes,2,school_bus,> 10,45,42,46,44.333333333333336
female,group A,high school,standard,none,divorced,sometimes,no,2,private,5 - 10,66,78,79,74.33333333333333
female,group E,associate's degree,standard,none,married,regularly,yes,2,private,5 - 10,79,82,85,82.0
female,group A,some high school,free/reduced,none,married,sometimes,yes,1,private,> 10,31,49,44,41.333333333333336
female,group E,high school,standard,none,single,regularly,yes,4,private,5 - 10,92,95,96,94.33333333333333
female,group D,high school,standard,completed,single,sometimes,yes,1,school_bus,< 5,45,51,58,51.333333333333336
male,group C,some college,standard,none,divorced,sometimes,yes,1,private,5 - 10,74,60,62,65.33333333333333
male,group E,some college,free/reduced,none,married,regularly,no,1,school_bus,5 - 10,98,88,84,90.0
male,group C,some college,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,55,52,47,51.333333333333336
female,group E,associate's degree,standard,completed,divorced,never,yes,3,private,5 - 10,81,84,87,84.0
female,group B,high school,standard,none,married,sometimes,no,3,private,5 - 10,83,93,94,90.0
female,group B,some high school,free/reduced,none,married,sometimes,yes,2,school_bus,5 - 10,49,46,50,48.333333333333336
male,group B,associate's degree,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,69,64,60,64.33333333333333
female,group C,some college,free/reduced,completed,married,regularly,yes,0,school_bus,< 5,43,50,58,50.333333333333336
male,group D,some college,standard,none,single,regularly,no,3,school_bus,5 - 10,71,66,72,69.66666666666667
female,group D,high school,standard,completed,single,regularly,no,2,school_bus,5 - 10,73,78,79,76.66666666666667
male,group E,some college,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,64,59,54,59.0
female,group C,some college,standard,none,married,regularly,yes,2,school_bus,5 - 10,87,90,90,89.0
female,group C,master's degree,standard,none,married,never,yes,1,private,5 - 10,54,61,57,57.333333333333336
female,group B,associate's degree,free/reduced,completed,married,sometimes,yes,2,school_bus,5 - 10,82,89,93,88.0
male,group E,some college,standard,none,married,sometimes,no,2,private,< 5,97,93,85,91.66666666666667
female,group D,high school,standard,completed,single,sometimes,yes,2,school_bus,< 5,85,91,88,88.0
male,group C,some college,free/reduced,completed,single,sometimes,yes,1,school_bus,< 5,81,85,84,83.33333333333333
female,group C,some high school,free/reduced,none,divorced,regularly,yes,2,school_bus,5 - 10,39,52,50,47.0
male,group C,some college,standard,completed,single,sometimes,no,3,private,5 - 10,76,71,74,73.66666666666667
female,group C,some college,standard,none,divorced,sometimes,yes,0,school_bus,< 5,54,69,61,61.333333333333336
female,group C,some high school,standard,none,married,sometimes,no,4,school_bus,5 - 10,44,59,52,51.666666666666664
female,group E,high school,free/reduced,none,married,sometimes,yes,0,private,5 - 10,74,67,73,71.33333333333333
female,group E,bachelor's degree,free/reduced,none,single,regularly,no,3,private,5 - 10,74,70,69,71.0
female,group D,high school,free/reduced,completed,married,regularly,yes,0,private,5 - 10,41,49,59,49.666666666666664
male,group C,some college,standard,none,married,regularly,no,2,school_bus,< 5,68,60,57,61.666666666666664
female,group C,bachelor's degree,standard,none,married,never,no,3,private,5 - 10,61,71,65,65.66666666666667
female,group B,some college,standard,completed,married,sometimes,no,1,private,< 5,44,63,54,53.666666666666664
male,group C,some college,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,60,54,56,56.666666666666664
female,group C,associate's degree,free/reduced,completed,divorced,regularly,no,2,school_bus,5 - 10,26,53,52,43.666666666666664
male,group A,some college,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,44,44,35,41.0
male,group E,associate's degree,free/reduced,none,married,regularly,yes,3,school_bus,5 - 10,67,69,61,65.66666666666667
male,group C,some high school,standard,none,married,sometimes,no,1,school_bus,< 5,72,68,64,68.0
male,group E,some college,standard,none,married,sometimes,no,2,school_bus,5 - 10,62,54,45,53.666666666666664
male,group B,some college,standard,none,divorced,regularly,no,2,private,> 10,74,54,52,60.0
female,group C,high school,standard,completed,married,regularly,yes,1,school_bus,< 5,67,76,76,73.0
female,group E,some college,free/reduced,none,single,sometimes,no,2,school_bus,5 - 10,54,59,62,58.333333333333336
male,group C,master's degree,standard,none,divorced,sometimes,yes,2,private,< 5,66,63,54,61.0
female,group B,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,5 - 10,54,80,82,72.0
male,group E,some college,standard,none,married,never,yes,5,private,< 5,79,69,66,71.33333333333333
male,group B,some college,standard,none,divorced,regularly,yes,4,private,5 - 10,75,71,64,70.0
female,group D,master's degree,standard,completed,divorced,sometimes,yes,2,private,5 - 10,81,96,100,92.33333333333333
female,group D,some college,free/reduced,none,married,sometimes,yes,2,private,< 5,64,69,71,68.0
female,group C,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,5 - 10,87,78,80,81.66666666666667
female,group C,some college,standard,completed,divorced,sometimes,yes,4,school_bus,> 10,72,69,74,71.66666666666667
female,group D,associate's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 - 10,85,87,89,87.0
male,group D,some college,standard,completed,married,regularly,no,4,school_bus,5 - 10,74,72,76,74.0
male,group C,associate's degree,free/reduced,none,single,sometimes,yes,4,private,5 - 10,70,61,63,64.66666666666667
male,group C,associate's degree,standard,none,divorced,regularly,yes,2,private,> 10,79,69,74,74.0
female,group B,some high school,standard,none,married,never,no,2,school_bus,5 - 10,54,59,62,58.333333333333336
male,group D,some high school,standard,completed,divorced,sometimes,yes,1,private,< 5,64,71,68,67.66666666666667
female,group C,some high school,free/reduced,none,divorced,never,no,2,school_bus,< 5,25,43,44,37.333333333333336
male,group B,master's degree,free/reduced,none,divorced,sometimes,yes,4,private,> 10,56,46,47,49.666666666666664
female,group A,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,70,84,78,77.33333333333333
male,group C,some high school,free/reduced,none,married,never,yes,2,school_bus,5 - 10,29,34,26,29.666666666666668
female,group B,high school,free/reduced,none,married,regularly,yes,1,school_bus,5 - 10,40,44,45,43.0
female,group A,some high school,standard,none,single,sometimes,no,4,school_bus,< 5,49,48,54,50.333333333333336
male,group C,some college,standard,completed,single,sometimes,yes,4,school_bus,5 - 10,68,64,63,65.0
female,group B,some high school,standard,completed,single,sometimes,no,2,school_bus,5 - 10,61,75,71,69.0
male,group E,associate's degree,standard,none,married,sometimes,no,6,school_bus,> 10,85,73,69,75.66666666666667
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,3,school_bus,> 10,78,84,85,82.33333333333333
female,group C,high school,standard,none,married,sometimes,yes,0,private,< 5,53,67,65,61.666666666666664
male,group D,bachelor's degree,standard,none,divorced,sometimes,yes,2,private,< 5,79,76,70,75.0
male,group C,some college,standard,completed,single,sometimes,yes,2,school_bus,> 10,100,91,91,94.0
male,group D,high school,free/reduced,none,single,sometimes,yes,1,school_bus,5 - 10,52,46,42,46.666666666666664
male,group D,some college,standard,none,single,regularly,yes,0,school_bus,5 - 10,80,69,66,71.66666666666667
male,group C,bachelor's degree,free/reduced,completed,married,sometimes,yes,0,private,< 5,33,48,41,40.666666666666664
female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,private,5 - 10,49,57,60,55.333333333333336
male,group D,some high school,free/reduced,completed,married,regularly,no,2,school_bus,5 - 10,51,56,53,53.333333333333336
male,group E,some college,standard,none,divorced,regularly,yes,2,school_bus,< 5,76,64,59,66.33333333333333
male,group D,some high school,standard,none,single,regularly,yes,4,school_bus,5 - 10,86,79,74,79.66666666666667
female,group B,some college,standard,none,married,regularly,no,2,school_bus,< 5,45,53,56,51.333333333333336
male,group E,high school,standard,none,married,sometimes,yes,4,school_bus,< 5,64,58,60,60.666666666666664
female,group D,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,62,56,57,58.333333333333336
female,group E,master's degree,standard,completed,married,never,yes,3,school_bus,< 5,86,97,95,92.66666666666667
female,group B,some college,standard,completed,married,sometimes,yes,2,private,5 - 10,75,72,81,76.0
female,group B,some college,standard,completed,married,regularly,yes,0,private,5 - 10,97,96,100,97.66666666666667
male,group C,some college,standard,completed,single,sometimes,no,1,private,< 5,78,80,78,78.66666666666667
female,group D,high school,standard,none,married,regularly,yes,1,school_bus,5 - 10,65,71,75,70.33333333333333
female,group E,some high school,standard,none,single,regularly,yes,4,private,> 10,62,75,64,67.0
female,group A,some college,standard,none,married,sometimes,yes,2,school_bus,5 - 10,58,71,64,64.33333333333333
female,group C,associate's degree,free/reduced,none,married,never,no,5,school_bus,> 10,65,79,76,73.33333333333333
male,group A,some college,free/reduced,none,married,sometimes,no,1,private,5 - 10,63,65,63,63.666666666666664
male,group E,some high school,standard,none,married,sometimes,yes,3,private,< 5,81,78,76,78.33333333333333
female,group D,high school,standard,completed,divorced,sometimes,yes,1,school_bus,5 - 10,50,59,66,58.333333333333336
female,group D,high school,free/reduced,completed,divorced,sometimes,yes,4,school_bus,5 - 10,51,57,65,57.666666666666664
female,group E,associate's degree,standard,completed,married,sometimes,no,1,school_bus,5 - 10,89,89,96,91.33333333333333
male,group B,high school,free/reduced,none,married,regularly,no,4,private,< 5,46,36,37,39.666666666666664
male,group C,some high school,standard,none,married,sometimes,yes,2,school_bus,> 10,78,75,68,73.66666666666667
female,group E,high school,standard,completed,married,regularly,no,2,private,5 - 10,84,89,87,86.66666666666667
male,group D,bachelor's degree,standard,completed,married,never,yes,2,private,5 - 10,93,88,86,89.0
male,group B,some college,free/reduced,none,single,regularly,yes,3,school_bus,> 10,68,78,66,70.66666666666667
female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,school_bus,< 5,89,98,98,95.0
female,group A,bachelor's degree,standard,none,single,sometimes,yes,2,private,< 5,70,79,83,77.33333333333333
male,group D,bachelor's degree,standard,none,married,regularly,no,2,private,5 - 10,86,78,73,79.0
male,group C,some high school,standard,completed,single,sometimes,no,1,school_bus,< 5,59,48,49,52.0
female,group E,high school,standard,completed,married,regularly,yes,3,school_bus,< 5,74,80,85,79.66666666666667
female,group C,some college,standard,none,married,sometimes,yes,3,private,5 - 10,41,49,42,44.0
female,group B,high school,standard,none,married,regularly,yes,1,private,< 5,65,69,69,67.66666666666667
female,group C,some high school,standard,none,single,regularly,yes,3,school_bus,> 10,64,75,71,70.0
male,group C,some high school,standard,completed,married,regularly,yes,3,school_bus,> 10,74,69,66,69.66666666666667
female,group D,some college,free/reduced,none,married,never,yes,2,school_bus,< 5,44,45,47,45.333333333333336
male,group B,some high school,standard,completed,married,sometimes,yes,0,school_bus,> 10,75,68,74,72.33333333333333
male,group C,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,61,62,57,60.0
female,group C,some college,standard,none,single,regularly,yes,2,school_bus,5 - 10,65,75,70,70.0
male,group C,bachelor's degree,free/reduced,completed,married,sometimes,no,2,school_bus,5 - 10,73,66,67,68.66666666666667
female,group E,some high school,standard,completed,divorced,sometimes,yes,4,school_bus,> 10,82,85,89,85.33333333333333
female,group D,some high school,standard,none,married,sometimes,yes,0,school_bus,< 5,66,75,71,70.66666666666667
male,group B,some college,free/reduced,completed,single,sometimes,yes,3,school_bus,> 10,62,60,61,61.0
female,group C,some high school,standard,none,divorced,sometimes,yes,4,school_bus,> 10,90,90,86,88.66666666666667
male,group D,bachelor's degree,standard,none,single,sometimes,no,3,school_bus,< 5,69,62,62,64.33333333333333
female,group C,associate's degree,free/reduced,none,divorced,regularly,yes,3,school_bus,5 - 10,70,80,84,78.0
female,group D,bachelor's degree,standard,completed,married,sometimes,yes,2,private,< 5,58,67,77,67.33333333333333
male,group C,some high school,standard,completed,single,sometimes,yes,1,school_bus,5 - 10,79,82,75,78.66666666666667
female,group A,some high school,free/reduced,none,married,sometimes,no,2,private,5 - 10,52,71,63,62.0
male,group D,some high school,standard,none,divorced,never,yes,2,private,5 - 10,68,65,63,65.33333333333333
female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,2,school_bus,5 - 10,58,66,71,65.0
female,group D,some college,standard,none,divorced,regularly,no,1,private,5 - 10,85,91,97,91.0
female,group C,associate's degree,free/reduced,completed,married,regularly,yes,1,private,5 - 10,54,64,67,61.666666666666664
female,group C,associate's degree,free/reduced,none,married,never,yes,1,school_bus,> 10,31,46,42,39.666666666666664
female,group E,some college,free/reduced,none,married,sometimes,yes,1,school_bus,> 10,57,69,68,64.66666666666667
male,group D,master's degree,standard,completed,married,sometimes,no,2,school_bus,5 - 10,100,100,100,100.0
male,group B,some college,free/reduced,none,married,sometimes,no,3,private,5 - 10,21,34,24,26.333333333333332
male,group B,master's degree,free/reduced,completed,married,never,yes,5,school_bus,5 - 10,80,85,83,82.66666666666667
female,group C,some college,free/reduced,none,married,regularly,yes,2,private,< 5,62,73,73,69.33333333333333
female,group C,high school,standard,none,married,sometimes,yes,2,school_bus,5 - 10,58,68,66,64.0
male,group C,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 - 10,60,57,56,57.666666666666664
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,79,85,81,81.66666666666667
male,group A,high school,standard,none,single,sometimes,no,3,school_bus,5 - 10,63,60,46,56.333333333333336
male,group D,some college,standard,completed,married,regularly,no,3,school_bus,5 - 10,95,86,89,90.0
female,group C,high school,standard,completed,married,regularly,yes,2,private,< 5,49,62,56,55.666666666666664
male,group D,high school,free/reduced,none,married,regularly,yes,0,school_bus,> 10,80,71,72,74.33333333333333
male,group B,high school,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,46,44,36,42.0
female,group D,some college,standard,none,married,sometimes,yes,1,school_bus,5 - 10,67,80,84,77.0
female,group E,master's degree,standard,none,widowed,sometimes,no,3,school_bus,< 5,82,83,83,82.66666666666667
male,group C,some college,standard,completed,married,regularly,no,3,school_bus,5 - 10,71,63,62,65.33333333333333
male,group C,high school,standard,none,married,regularly,yes,0,school_bus,< 5,73,64,67,68.0
male,group D,high school,standard,none,married,never,yes,2,private,5 - 10,51,46,41,46.0
female,group C,master's degree,free/reduced,completed,married,sometimes,yes,0,school_bus,5 - 10,53,72,83,69.33333333333333
male,group C,some high school,standard,none,married,sometimes,no,3,school_bus,5 - 10,64,63,62,63.0
male,group D,bachelor's degree,standard,completed,divorced,regularly,no,5,school_bus,> 10,100,86,92,92.66666666666667
male,group C,some college,standard,completed,single,regularly,no,2,school_bus,5 - 10,79,76,82,79.0
male,group B,high school,standard,completed,divorced,sometimes,yes,2,private,5 - 10,95,83,86,88.0
female,group A,some high school,standard,none,divorced,sometimes,yes,1,school_bus,> 10,33,46,38,39.0
female,group C,high school,standard,none,single,sometimes,yes,1,private,5 - 10,81,77,81,79.66666666666667
male,group B,bachelor's degree,free/reduced,completed,married,sometimes,no,2,private,> 10,63,57,63,61.0
male,group D,some college,standard,completed,divorced,regularly,no,7,school_bus,5 - 10,81,79,77,79.0
female,group D,some college,free/reduced,completed,single,sometimes,yes,2,private,< 5,45,60,64,56.333333333333336
male,group A,high school,standard,none,married,sometimes,yes,3,private,< 5,64,50,43,52.333333333333336
male,group E,some college,free/reduced,none,single,sometimes,yes,5,school_bus,5 - 10,63,63,58,61.333333333333336
female,group D,high school,standard,completed,married,sometimes,yes,4,school_bus,5 - 10,86,96,100,94.0
male,group B,high school,free/reduced,none,single,sometimes,no,2,private,5 - 10,51,44,46,47.0
male,group D,associate's degree,standard,none,married,regularly,yes,1,private,< 5,73,70,75,72.66666666666667
male,group C,associate's degree,standard,none,divorced,regularly,no,5,school_bus,5 - 10,75,73,63,70.33333333333333
male,group C,master's degree,standard,none,single,sometimes,yes,1,private,5 - 10,59,45,49,51.0
male,group D,bachelor's degree,standard,none,married,never,yes,2,school_bus,< 5,65,80,76,73.66666666666667
male,group D,some college,standard,none,divorced,sometimes,yes,3,school_bus,< 5,76,71,66,71.0
male,group E,some college,free/reduced,completed,married,sometimes,yes,3,private,< 5,64,54,50,56.0
female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1,school_bus,5 - 10,61,69,71,67.0
male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,59,56,57,57.333333333333336
male,group C,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,5 - 10,33,31,27,30.333333333333332
male,group C,high school,free/reduced,none,married,sometimes,no,2,private,5 - 10,53,55,47,51.666666666666664
male,group C,some college,free/reduced,completed,divorced,sometimes,yes,3,school_bus,< 5,64,59,61,61.333333333333336
male,group E,some college,standard,none,divorced,never,yes,0,school_bus,5 - 10,81,87,79,82.33333333333333
male,group C,bachelor's degree,standard,none,married,sometimes,yes,5,school_bus,< 5,68,80,70,72.66666666666667
male,group C,some college,standard,none,married,sometimes,yes,4,school_bus,5 - 10,56,55,53,54.666666666666664
female,group D,high school,free/reduced,completed,divorced,never,yes,2,school_bus,5 - 10,38,64,65,55.666666666666664
female,group A,master's degree,free/reduced,none,married,never,no,4,school_bus,5 - 10,40,64,59,54.333333333333336
male,group D,high school,standard,none,married,sometimes,yes,1,private,5 - 10,91,77,80,82.66666666666667
male,group B,some high school,standard,completed,married,sometimes,yes,0,private,5 - 10,67,69,61,65.66666666666667
female,group B,some high school,standard,none,married,regularly,no,2,private,> 10,58,53,54,55.0
male,group C,some high school,free/reduced,completed,divorced,sometimes,yes,3,private,< 5,66,76,74,72.0
male,group B,associate's degree,standard,completed,divorced,sometimes,yes,2,private,> 10,80,74,74,76.0
male,group B,high school,standard,none,divorced,sometimes,yes,0,school_bus,5 - 10,79,64,66,69.66666666666667
male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,3,school_bus,> 10,43,43,41,42.333333333333336
female,group E,bachelor's degree,standard,completed,single,regularly,no,4,school_bus,5 - 10,83,92,100,91.66666666666667
female,group E,some college,standard,none,single,regularly,yes,2,school_bus,5 - 10,77,82,79,79.33333333333333
male,group D,bachelor's degree,standard,none,single,regularly,no,2,school_bus,< 5,80,79,82,80.33333333333333
female,group B,some high school,standard,none,married,sometimes,yes,1,school_bus,5 - 10,69,87,80,78.66666666666667
male,group B,some high school,standard,none,married,sometimes,no,2,school_bus,5 - 10,78,67,66,70.33333333333333
male,group D,high school,standard,none,married,sometimes,yes,4,private,< 5,71,54,63,62.666666666666664
male,group B,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,74,76,65,71.66666666666667
male,group C,associate's degree,standard,completed,single,sometimes,yes,0,school_bus,5 - 10,76,81,82,79.66666666666667
female,group D,high school,standard,none,single,sometimes,yes,7,school_bus,> 10,59,71,67,65.66666666666667
female,group B,bachelor's degree,standard,completed,single,regularly,yes,2,private,< 5,83,93,94,90.0
male,group A,some college,free/reduced,none,married,sometimes,no,1,private,5 - 10,56,53,50,53.0
male,group D,bachelor's degree,standard,none,married,sometimes,yes,0,private,> 10,67,57,56,60.0
male,group A,high school,standard,completed,single,regularly,no,1,private,5 - 10,73,80,75,76.0
male,group C,some high school,standard,none,single,sometimes,yes,2,private,< 5,55,58,45,52.666666666666664
male,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,2,private,> 10,69,70,65,68.0
female,group B,some college,standard,none,married,regularly,no,2,private,5 - 10,73,74,77,74.66666666666667
male,group E,some high school,standard,completed,divorced,sometimes,yes,3,school_bus,> 10,100,100,97,99.0
male,group C,high school,standard,none,single,regularly,yes,3,school_bus,< 5,81,75,72,76.0
male,group D,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 5,89,95,90,91.33333333333333
female,group D,associate's degree,free/reduced,completed,divorced,regularly,yes,0,school_bus,> 10,53,77,86,72.0
female,group D,some college,standard,none,single,sometimes,yes,2,private,5 - 10,82,85,89,85.33333333333333
female,group D,high school,free/reduced,completed,married,never,no,2,school_bus,> 10,54,62,69,61.666666666666664
male,group A,high school,free/reduced,none,divorced,sometimes,yes,4,school_bus,> 10,54,43,43,46.666666666666664
male,group A,associate's degree,free/reduced,none,married,sometimes,no,2,private,5 - 10,68,61,51,60.0
male,group D,master's degree,standard,none,single,regularly,yes,0,private,< 5,73,71,70,71.33333333333333
male,group E,associate's degree,standard,completed,single,sometimes,yes,2,private,5 - 10,80,69,66,71.66666666666667
male,group B,master's degree,standard,none,single,regularly,no,1,private,> 10,84,87,81,84.0
female,group E,some high school,standard,completed,married,sometimes,yes,2,private,5 - 10,91,87,86,88.0
female,group E,high school,standard,none,married,sometimes,yes,2,school_bus,< 5,62,79,71,70.66666666666667
male,group C,associate's degree,standard,none,married,regularly,no,1,private,< 5,65,63,56,61.333333333333336
male,group D,associate's degree,free/reduced,none,married,sometimes,yes,2,private,> 10,70,58,63,63.666666666666664
male,group C,high school,standard,completed,single,never,yes,2,school_bus,< 5,41,43,39,41.0
male,group B,high school,standard,none,married,sometimes,yes,1,school_bus,< 5,41,48,40,43.0
male,group B,some high school,standard,completed,married,never,no,4,private,< 5,48,43,46,45.666666666666664
male,group C,high school,free/reduced,none,married,sometimes,no,3,private,5 - 10,48,48,46,47.333333333333336
male,group C,some college,standard,none,married,sometimes,yes,0,school_bus,> 10,70,68,59,65.66666666666667
male,group C,some college,free/reduced,none,married,never,no,2,private,> 10,69,63,61,64.33333333333333
male,group C,some college,free/reduced,none,married,sometimes,yes,1,private,5 - 10,73,72,68,71.0
